a,negskew,duvol,Date,year,month,country,GDP,corruption,governmentEffectiveness,politicalStability,regulatoryQuality,ruleOfLaw,voiceAccountability,geopoliticalRisk,gdpPerCapita,gdpGrowth,negskew_annual,duvol_annual
6/1/2017,-0.732115123,-0.513666483,6/1/2017,2017,209,Peru,12517.40877,-0.5,-0.12953262,-0.259535372,0.42,-0.5,0.272593796,,6314.291438,2.518835442,0.280203775,-0.029861302
7/1/2017,0.582349072,-0.048996668,7/1/2017,2017,210,Peru,12517.40877,-0.5,-0.12953262,-0.259535372,0.42,-0.5,0.272593796,,6314.291438,2.518835442,0.280203775,-0.029861302
8/1/2017,-1.541243896,-0.768783415,8/1/2017,2017,211,Peru,12517.40877,-0.5,-0.12953262,-0.259535372,0.42,-0.5,0.272593796,,6314.291438,2.518835442,0.280203775,-0.029861302
9/1/2017,1.496650228,0.146706981,9/1/2017,2017,212,Peru,12517.40877,-0.5,-0.12953262,-0.259535372,0.42,-0.5,0.272593796,,6314.291438,2.518835442,0.280203775,-0.029861302
10/1/2017,-0.87196975,-0.577859418,10/1/2017,2017,213,Peru,12517.40877,-0.5,-0.12953262,-0.259535372,0.42,-0.5,0.272593796,,6314.291438,2.518835442,0.280203775,-0.029861302
11/1/2017,-0.689426198,-0.69734785,11/1/2017,2017,214,Peru,12517.40877,-0.5,-0.12953262,-0.259535372,0.42,-0.5,0.272593796,,6314.291438,2.518835442,0.280203775,-0.029861302
12/1/2017,0.294712528,-0.140767078,12/1/2017,2017,215,Peru,12517.40877,-0.5,-0.12953262,-0.259535372,0.42,-0.5,0.272593796,,6314.291438,2.518835442,0.280203775,-0.029861302
1/1/2018,-1.437316515,-0.553287123,1/1/2018,2018,216,Peru,12793.49487,-0.54,-0.245430946,-0.2593005,0.52,-0.52,0.23453413,,6453.560525,3.976935718,0.124429275,-0.067155294
2/1/2018,0.354440905,0.084139549,2/1/2018,2018,217,Peru,12793.49487,-0.54,-0.245430946,-0.2593005,0.52,-0.52,0.23453413,,6453.560525,3.976935718,0.124429275,-0.067155294
3/1/2018,-0.859751677,-0.600428835,3/1/2018,2018,218,Peru,12793.49487,-0.54,-0.245430946,-0.2593005,0.52,-0.52,0.23453413,,6453.560525,3.976935718,0.124429275,-0.067155294
4/1/2018,-0.58166381,-0.215553567,4/1/2018,2018,219,Peru,12793.49487,-0.54,-0.245430946,-0.2593005,0.52,-0.52,0.23453413,,6453.560525,3.976935718,0.124429275,-0.067155294
5/1/2018,1.453966003,0.479745768,5/1/2018,2018,220,Peru,12793.49487,-0.54,-0.245430946,-0.2593005,0.52,-0.52,0.23453413,,6453.560525,3.976935718,0.124429275,-0.067155294
6/1/2018,0.837468105,0.157813899,6/1/2018,2018,221,Peru,12793.49487,-0.54,-0.245430946,-0.2593005,0.52,-0.52,0.23453413,,6453.560525,3.976935718,0.124429275,-0.067155294
7/1/2018,0.315434803,-0.20011863,7/1/2018,2018,222,Peru,12793.49487,-0.54,-0.245430946,-0.2593005,0.52,-0.52,0.23453413,,6453.560525,3.976935718,0.124429275,-0.067155294
8/1/2018,1.620758285,0.105592657,8/1/2018,2018,223,Peru,12793.49487,-0.54,-0.245430946,-0.2593005,0.52,-0.52,0.23453413,,6453.560525,3.976935718,0.124429275,-0.067155294
9/1/2018,-0.294165294,-0.516846126,9/1/2018,2018,224,Peru,12793.49487,-0.54,-0.245430946,-0.2593005,0.52,-0.52,0.23453413,,6453.560525,3.976935718,0.124429275,-0.067155294
10/1/2018,-1.575085707,-0.663888692,10/1/2018,2018,225,Peru,12793.49487,-0.54,-0.245430946,-0.2593005,0.52,-0.52,0.23453413,,6453.560525,3.976935718,0.124429275,-0.067155294
11/1/2018,1.256157241,0.105529394,11/1/2018,2018,226,Peru,12793.49487,-0.54,-0.245430946,-0.2593005,0.52,-0.52,0.23453413,,6453.560525,3.976935718,0.124429275,-0.067155294
12/1/2018,-0.716042555,-0.012229634,12/1/2018,2018,227,Peru,12793.49487,-0.54,-0.245430946,-0.2593005,0.52,-0.52,0.23453413,,6453.560525,3.976935718,0.124429275,-0.067155294
1/1/2019,0.894496482,0.095275816,1/1/2019,2019,228,Peru,,,,,,,,,,,0.489324242,-0.016083408
2/1/2019,1.576789694,-0.097365638,2/1/2019,2019,229,Peru,,,,,,,,,,,0.489324242,-0.016083408
3/1/2019,0.915067377,-0.070007234,3/1/2019,2019,230,Peru,,,,,,,,,,,0.489324242,-0.016083408
4/1/2019,1.047886814,-0.20238481,4/1/2019,2019,231,Peru,,,,,,,,,,,0.489324242,-0.016083408
5/1/2019,0.7626887,-0.250194796,5/1/2019,2019,232,Peru,,,,,,,,,,,0.489324242,-0.016083408
6/1/2019,0.602988092,0.068732405,6/1/2019,2019,233,Peru,,,,,,,,,,,0.489324242,-0.016083408
7/1/2019,0.917725826,-0.202676987,7/1/2019,2019,234,Peru,,,,,,,,,,,0.489324242,-0.016083408
8/1/2019,1.130058851,0.296994785,8/1/2019,2019,235,Peru,,,,,,,,,,,0.489324242,-0.016083408
9/1/2019,1.092199422,0.044851077,9/1/2019,2019,236,Peru,,,,,,,,,,,0.489324242,-0.016083408
10/1/2019,0.11878194,-0.112301728,10/1/2019,2019,237,Peru,,,,,,,,,,,0.489324242,-0.016083408
11/1/2019,2.069611173,-0.015690905,11/1/2019,2019,238,Peru,,,,,,,,,,,0.489324242,-0.016083408
1/1/2000,-0.276882671,-0.09964173,1/1/2000,2000,0,Poland,14732.49454,0.71,0.606164873,0.309126228,0.75,0.71,1.075671673,,8526.27768,4.559312521,-0.691202196,-0.306220329
2/1/2000,-0.356018858,-0.117108179,2/1/2000,2000,1,Poland,14732.49454,0.71,0.606164873,0.309126228,0.75,0.71,1.075671673,,8526.27768,4.559312521,-0.691202196,-0.306220329
3/1/2000,0.593218008,0.205301843,3/1/2000,2000,2,Poland,14732.49454,0.71,0.606164873,0.309126228,0.75,0.71,1.075671673,,8526.27768,4.559312521,-0.691202196,-0.306220329
4/1/2000,2.129930732,0.421203271,4/1/2000,2000,3,Poland,14732.49454,0.71,0.606164873,0.309126228,0.75,0.71,1.075671673,,8526.27768,4.559312521,-0.691202196,-0.306220329
5/1/2000,0.384329409,-0.072882826,5/1/2000,2000,4,Poland,14732.49454,0.71,0.606164873,0.309126228,0.75,0.71,1.075671673,,8526.27768,4.559312521,-0.691202196,-0.306220329
6/1/2000,0.121773948,0.128784676,6/1/2000,2000,5,Poland,14732.49454,0.71,0.606164873,0.309126228,0.75,0.71,1.075671673,,8526.27768,4.559312521,-0.691202196,-0.306220329
7/1/2000,0.043567999,0.146098782,7/1/2000,2000,6,Poland,14732.49454,0.71,0.606164873,0.309126228,0.75,0.71,1.075671673,,8526.27768,4.559312521,-0.691202196,-0.306220329
8/1/2000,1.744389823,0.724630096,8/1/2000,2000,7,Poland,14732.49454,0.71,0.606164873,0.309126228,0.75,0.71,1.075671673,,8526.27768,4.559312521,-0.691202196,-0.306220329
9/1/2000,2.094698111,0.627183197,9/1/2000,2000,8,Poland,14732.49454,0.71,0.606164873,0.309126228,0.75,0.71,1.075671673,,8526.27768,4.559312521,-0.691202196,-0.306220329
10/1/2000,0.369173081,-0.075457701,10/1/2000,2000,9,Poland,14732.49454,0.71,0.606164873,0.309126228,0.75,0.71,1.075671673,,8526.27768,4.559312521,-0.691202196,-0.306220329
11/1/2000,-1.571497077,-0.517254565,11/1/2000,2000,10,Poland,14732.49454,0.71,0.606164873,0.309126228,0.75,0.71,1.075671673,,8526.27768,4.559312521,-0.691202196,-0.306220329
12/1/2000,-1.932958614,-0.66616098,12/1/2000,2000,11,Poland,14732.49454,0.71,0.606164873,0.309126228,0.75,0.71,1.075671673,,8526.27768,4.559312521,-0.691202196,-0.306220329
1/1/2001,0.40203845,0.06059356,1/1/2001,2001,12,Poland,14920.46635,,,,,,,,8635.064403,1.247964116,-0.905751598,-0.27845346
2/1/2001,0.774754846,0.358914726,2/1/2001,2001,13,Poland,14920.46635,,,,,,,,8635.064403,1.247964116,-0.905751598,-0.27845346
3/1/2001,-0.227816918,-0.113096766,3/1/2001,2001,14,Poland,14920.46635,,,,,,,,8635.064403,1.247964116,-0.905751598,-0.27845346
4/1/2001,1.162125954,0.27803627,4/1/2001,2001,15,Poland,14920.46635,,,,,,,,8635.064403,1.247964116,-0.905751598,-0.27845346
5/1/2001,-0.124217121,-0.208534628,5/1/2001,2001,16,Poland,14920.46635,,,,,,,,8635.064403,1.247964116,-0.905751598,-0.27845346
6/1/2001,0.694895907,0.04975564,6/1/2001,2001,17,Poland,14920.46635,,,,,,,,8635.064403,1.247964116,-0.905751598,-0.27845346
7/1/2001,0.730768878,0.061964622,7/1/2001,2001,18,Poland,14920.46635,,,,,,,,8635.064403,1.247964116,-0.905751598,-0.27845346
8/1/2001,0.565110893,0.079443852,8/1/2001,2001,19,Poland,14920.46635,,,,,,,,8635.064403,1.247964116,-0.905751598,-0.27845346
9/1/2001,0.341464704,0.046644317,9/1/2001,2001,20,Poland,14920.46635,,,,,,,,8635.064403,1.247964116,-0.905751598,-0.27845346
10/1/2001,-1.907350128,-0.474324079,10/1/2001,2001,21,Poland,14920.46635,,,,,,,,8635.064403,1.247964116,-0.905751598,-0.27845346
11/1/2001,0.021721416,0.082976656,11/1/2001,2001,22,Poland,14920.46635,,,,,,,,8635.064403,1.247964116,-0.905751598,-0.27845346
12/1/2001,0.042462736,-0.306452753,12/1/2001,2001,23,Poland,14920.46635,,,,,,,,8635.064403,1.247964116,-0.905751598,-0.27845346
1/1/2002,-1.152371781,-0.337821289,1/1/2002,2002,24,Poland,15232.13894,0.4,0.505150318,0.74435544,0.77,0.71,1.087819576,,8815.44167,2.041617589,0.180745294,0.091770251
2/1/2002,1.929177549,0.789532651,2/1/2002,2002,25,Poland,15232.13894,0.4,0.505150318,0.74435544,0.77,0.71,1.087819576,,8815.44167,2.041617589,0.180745294,0.091770251
3/1/2002,0.492402157,0.215069334,3/1/2002,2002,26,Poland,15232.13894,0.4,0.505150318,0.74435544,0.77,0.71,1.087819576,,8815.44167,2.041617589,0.180745294,0.091770251
4/1/2002,-0.85521596,-0.290916424,4/1/2002,2002,27,Poland,15232.13894,0.4,0.505150318,0.74435544,0.77,0.71,1.087819576,,8815.44167,2.041617589,0.180745294,0.091770251
5/1/2002,-0.351938248,-0.009457322,5/1/2002,2002,28,Poland,15232.13894,0.4,0.505150318,0.74435544,0.77,0.71,1.087819576,,8815.44167,2.041617589,0.180745294,0.091770251
6/1/2002,0.043191849,-0.024318232,6/1/2002,2002,29,Poland,15232.13894,0.4,0.505150318,0.74435544,0.77,0.71,1.087819576,,8815.44167,2.041617589,0.180745294,0.091770251
7/1/2002,1.375508085,0.3790185,7/1/2002,2002,30,Poland,15232.13894,0.4,0.505150318,0.74435544,0.77,0.71,1.087819576,,8815.44167,2.041617589,0.180745294,0.091770251
8/1/2002,-0.644183458,-0.110587399,8/1/2002,2002,31,Poland,15232.13894,0.4,0.505150318,0.74435544,0.77,0.71,1.087819576,,8815.44167,2.041617589,0.180745294,0.091770251
9/1/2002,-0.056790616,0.12630807,9/1/2002,2002,32,Poland,15232.13894,0.4,0.505150318,0.74435544,0.77,0.71,1.087819576,,8815.44167,2.041617589,0.180745294,0.091770251
10/1/2002,-0.510915293,-0.127165875,10/1/2002,2002,33,Poland,15232.13894,0.4,0.505150318,0.74435544,0.77,0.71,1.087819576,,8815.44167,2.041617589,0.180745294,0.091770251
11/1/2002,0.102091849,0.191228846,11/1/2002,2002,34,Poland,15232.13894,0.4,0.505150318,0.74435544,0.77,0.71,1.087819576,,8815.44167,2.041617589,0.180745294,0.091770251
12/1/2002,-0.469784066,-0.091225701,12/1/2002,2002,35,Poland,15232.13894,0.4,0.505150318,0.74435544,0.77,0.71,1.087819576,,8815.44167,2.041617589,0.180745294,0.091770251
1/1/2003,0.271037676,0.143702806,1/1/2003,2003,36,Poland,15785.42763,0.42,0.545921683,0.578120112,0.74,0.56,1.012596726,,9135.651731,3.562456148,0.31704816,-0.03000301
2/1/2003,0.320402428,-0.025399997,2/1/2003,2003,37,Poland,15785.42763,0.42,0.545921683,0.578120112,0.74,0.56,1.012596726,,9135.651731,3.562456148,0.31704816,-0.03000301
3/1/2003,0.732658584,-0.028731344,3/1/2003,2003,38,Poland,15785.42763,0.42,0.545921683,0.578120112,0.74,0.56,1.012596726,,9135.651731,3.562456148,0.31704816,-0.03000301
4/1/2003,0.014980533,0.084116624,4/1/2003,2003,39,Poland,15785.42763,0.42,0.545921683,0.578120112,0.74,0.56,1.012596726,,9135.651731,3.562456148,0.31704816,-0.03000301
5/1/2003,-0.546604291,-0.464727295,5/1/2003,2003,40,Poland,15785.42763,0.42,0.545921683,0.578120112,0.74,0.56,1.012596726,,9135.651731,3.562456148,0.31704816,-0.03000301
6/1/2003,1.669876451,0.261460466,6/1/2003,2003,41,Poland,15785.42763,0.42,0.545921683,0.578120112,0.74,0.56,1.012596726,,9135.651731,3.562456148,0.31704816,-0.03000301
7/1/2003,-0.726643818,-0.219540715,7/1/2003,2003,42,Poland,15785.42763,0.42,0.545921683,0.578120112,0.74,0.56,1.012596726,,9135.651731,3.562456148,0.31704816,-0.03000301
8/1/2003,-1.501383578,-0.536394607,8/1/2003,2003,43,Poland,15785.42763,0.42,0.545921683,0.578120112,0.74,0.56,1.012596726,,9135.651731,3.562456148,0.31704816,-0.03000301
9/1/2003,1.049456094,0.158986527,9/1/2003,2003,44,Poland,15785.42763,0.42,0.545921683,0.578120112,0.74,0.56,1.012596726,,9135.651731,3.562456148,0.31704816,-0.03000301
10/1/2003,0.220141084,-0.079873587,10/1/2003,2003,45,Poland,15785.42763,0.42,0.545921683,0.578120112,0.74,0.56,1.012596726,,9135.651731,3.562456148,0.31704816,-0.03000301
11/1/2003,1.128347294,0.427668627,11/1/2003,2003,46,Poland,15785.42763,0.42,0.545921683,0.578120112,0.74,0.56,1.012596726,,9135.651731,3.562456148,0.31704816,-0.03000301
12/1/2003,-1.414801638,-0.488573621,12/1/2003,2003,47,Poland,15785.42763,0.42,0.545921683,0.578120112,0.74,0.56,1.012596726,,9135.651731,3.562456148,0.31704816,-0.03000301
1/1/2004,0.094032178,-0.016016412,1/1/2004,2004,48,Poland,16605.82344,0.14,0.465907514,0.152949288,0.82,0.42,1.016627669,,9610.447257,5.135636173,-0.1479929,0.003242067
2/1/2004,-0.836051871,-0.176621546,2/1/2004,2004,49,Poland,16605.82344,0.14,0.465907514,0.152949288,0.82,0.42,1.016627669,,9610.447257,5.135636173,-0.1479929,0.003242067
3/1/2004,-1.528438161,-0.494556375,3/1/2004,2004,50,Poland,16605.82344,0.14,0.465907514,0.152949288,0.82,0.42,1.016627669,,9610.447257,5.135636173,-0.1479929,0.003242067
4/1/2004,2.717398586,0.501876274,4/1/2004,2004,51,Poland,16605.82344,0.14,0.465907514,0.152949288,0.82,0.42,1.016627669,,9610.447257,5.135636173,-0.1479929,0.003242067
5/1/2004,0.630130894,0.186227182,5/1/2004,2004,52,Poland,16605.82344,0.14,0.465907514,0.152949288,0.82,0.42,1.016627669,,9610.447257,5.135636173,-0.1479929,0.003242067
6/1/2004,-0.381226214,-0.090085032,6/1/2004,2004,53,Poland,16605.82344,0.14,0.465907514,0.152949288,0.82,0.42,1.016627669,,9610.447257,5.135636173,-0.1479929,0.003242067
7/1/2004,-2.262557074,-0.489846426,7/1/2004,2004,54,Poland,16605.82344,0.14,0.465907514,0.152949288,0.82,0.42,1.016627669,,9610.447257,5.135636173,-0.1479929,0.003242067
8/1/2004,0.519902529,0.100849955,8/1/2004,2004,55,Poland,16605.82344,0.14,0.465907514,0.152949288,0.82,0.42,1.016627669,,9610.447257,5.135636173,-0.1479929,0.003242067
9/1/2004,-0.842712806,-0.246632445,9/1/2004,2004,56,Poland,16605.82344,0.14,0.465907514,0.152949288,0.82,0.42,1.016627669,,9610.447257,5.135636173,-0.1479929,0.003242067
10/1/2004,-0.674687268,-0.173061575,10/1/2004,2004,57,Poland,16605.82344,0.14,0.465907514,0.152949288,0.82,0.42,1.016627669,,9610.447257,5.135636173,-0.1479929,0.003242067
11/1/2004,-1.370093059,-0.273184551,11/1/2004,2004,58,Poland,16605.82344,0.14,0.465907514,0.152949288,0.82,0.42,1.016627669,,9610.447257,5.135636173,-0.1479929,0.003242067
12/1/2004,-1.088546621,-0.41864917,12/1/2004,2004,59,Poland,16605.82344,0.14,0.465907514,0.152949288,0.82,0.42,1.016627669,,9610.447257,5.135636173,-0.1479929,0.003242067
1/1/2005,2.235778612,0.598769599,1/1/2005,2005,60,Poland,17193.53044,0.27,0.478356808,0.361621618,0.83,0.48,0.944372296,,9950.576556,3.493667637,-0.438909225,-0.072362313
2/1/2005,-1.529350124,-0.641899831,2/1/2005,2005,61,Poland,17193.53044,0.27,0.478356808,0.361621618,0.83,0.48,0.944372296,,9950.576556,3.493667637,-0.438909225,-0.072362313
3/1/2005,0.825480969,0.301207042,3/1/2005,2005,62,Poland,17193.53044,0.27,0.478356808,0.361621618,0.83,0.48,0.944372296,,9950.576556,3.493667637,-0.438909225,-0.072362313
4/1/2005,1.717680915,0.719270953,4/1/2005,2005,63,Poland,17193.53044,0.27,0.478356808,0.361621618,0.83,0.48,0.944372296,,9950.576556,3.493667637,-0.438909225,-0.072362313
5/1/2005,-1.313288122,-0.420772778,5/1/2005,2005,64,Poland,17193.53044,0.27,0.478356808,0.361621618,0.83,0.48,0.944372296,,9950.576556,3.493667637,-0.438909225,-0.072362313
6/1/2005,-1.073379507,-0.383878281,6/1/2005,2005,65,Poland,17193.53044,0.27,0.478356808,0.361621618,0.83,0.48,0.944372296,,9950.576556,3.493667637,-0.438909225,-0.072362313
7/1/2005,-0.546245415,-0.366448741,7/1/2005,2005,66,Poland,17193.53044,0.27,0.478356808,0.361621618,0.83,0.48,0.944372296,,9950.576556,3.493667637,-0.438909225,-0.072362313
8/1/2005,-0.920330965,-0.145334683,8/1/2005,2005,67,Poland,17193.53044,0.27,0.478356808,0.361621618,0.83,0.48,0.944372296,,9950.576556,3.493667637,-0.438909225,-0.072362313
9/1/2005,-1.51463697,-0.473456278,9/1/2005,2005,68,Poland,17193.53044,0.27,0.478356808,0.361621618,0.83,0.48,0.944372296,,9950.576556,3.493667637,-0.438909225,-0.072362313
10/1/2005,1.756065268,0.331147866,10/1/2005,2005,69,Poland,17193.53044,0.27,0.478356808,0.361621618,0.83,0.48,0.944372296,,9950.576556,3.493667637,-0.438909225,-0.072362313
11/1/2005,-0.927048851,-0.510644665,11/1/2005,2005,70,Poland,17193.53044,0.27,0.478356808,0.361621618,0.83,0.48,0.944372296,,9950.576556,3.493667637,-0.438909225,-0.072362313
12/1/2005,-0.704733927,-0.367149175,12/1/2005,2005,71,Poland,17193.53044,0.27,0.478356808,0.361621618,0.83,0.48,0.944372296,,9950.576556,3.493667637,-0.438909225,-0.072362313
1/1/2006,0.026895253,-0.068103612,1/1/2006,2006,72,Poland,18267.60157,0.27,0.373784333,0.353656739,0.73,0.4,0.803532481,,10572.18403,6.179641346,-0.007381248,-0.059828107
2/1/2006,-0.578388049,-0.017882548,2/1/2006,2006,73,Poland,18267.60157,0.27,0.373784333,0.353656739,0.73,0.4,0.803532481,,10572.18403,6.179641346,-0.007381248,-0.059828107
3/1/2006,0.099003124,0.113340863,3/1/2006,2006,74,Poland,18267.60157,0.27,0.373784333,0.353656739,0.73,0.4,0.803532481,,10572.18403,6.179641346,-0.007381248,-0.059828107
4/1/2006,-0.884604475,-0.265216026,4/1/2006,2006,75,Poland,18267.60157,0.27,0.373784333,0.353656739,0.73,0.4,0.803532481,,10572.18403,6.179641346,-0.007381248,-0.059828107
5/1/2006,1.079839551,0.392549705,5/1/2006,2006,76,Poland,18267.60157,0.27,0.373784333,0.353656739,0.73,0.4,0.803532481,,10572.18403,6.179641346,-0.007381248,-0.059828107
6/1/2006,-0.932086197,-0.021395544,6/1/2006,2006,77,Poland,18267.60157,0.27,0.373784333,0.353656739,0.73,0.4,0.803532481,,10572.18403,6.179641346,-0.007381248,-0.059828107
7/1/2006,-1.811265975,-0.527212441,7/1/2006,2006,78,Poland,18267.60157,0.27,0.373784333,0.353656739,0.73,0.4,0.803532481,,10572.18403,6.179641346,-0.007381248,-0.059828107
8/1/2006,0.663526488,0.051087251,8/1/2006,2006,79,Poland,18267.60157,0.27,0.373784333,0.353656739,0.73,0.4,0.803532481,,10572.18403,6.179641346,-0.007381248,-0.059828107
9/1/2006,-1.170659414,-0.296571515,9/1/2006,2006,80,Poland,18267.60157,0.27,0.373784333,0.353656739,0.73,0.4,0.803532481,,10572.18403,6.179641346,-0.007381248,-0.059828107
10/1/2006,-0.099275177,-0.039762689,10/1/2006,2006,81,Poland,18267.60157,0.27,0.373784333,0.353656739,0.73,0.4,0.803532481,,10572.18403,6.179641346,-0.007381248,-0.059828107
11/1/2006,-0.57696442,-0.227692237,11/1/2006,2006,82,Poland,18267.60157,0.27,0.373784333,0.353656739,0.73,0.4,0.803532481,,10572.18403,6.179641346,-0.007381248,-0.059828107
12/1/2006,0.322416501,0.027504969,12/1/2006,2006,83,Poland,18267.60157,0.27,0.373784333,0.353656739,0.73,0.4,0.803532481,,10572.18403,6.179641346,-0.007381248,-0.059828107
1/1/2007,-0.933278021,-0.326092054,1/1/2007,2007,84,Poland,19563.31695,0.3,0.387233764,0.682737291,0.77,0.43,0.879502356,,11322.06581,7.034828301,-0.133272371,0.014944251
2/1/2007,0.714103525,0.211714065,2/1/2007,2007,85,Poland,19563.31695,0.3,0.387233764,0.682737291,0.77,0.43,0.879502356,,11322.06581,7.034828301,-0.133272371,0.014944251
3/1/2007,-1.382049327,-0.333965497,3/1/2007,2007,86,Poland,19563.31695,0.3,0.387233764,0.682737291,0.77,0.43,0.879502356,,11322.06581,7.034828301,-0.133272371,0.014944251
4/1/2007,-0.253105944,-0.162340557,4/1/2007,2007,87,Poland,19563.31695,0.3,0.387233764,0.682737291,0.77,0.43,0.879502356,,11322.06581,7.034828301,-0.133272371,0.014944251
5/1/2007,0.350415234,0.113724464,5/1/2007,2007,88,Poland,19563.31695,0.3,0.387233764,0.682737291,0.77,0.43,0.879502356,,11322.06581,7.034828301,-0.133272371,0.014944251
6/1/2007,-0.75328887,-0.199326752,6/1/2007,2007,89,Poland,19563.31695,0.3,0.387233764,0.682737291,0.77,0.43,0.879502356,,11322.06581,7.034828301,-0.133272371,0.014944251
7/1/2007,-1.551756209,-0.531629757,7/1/2007,2007,90,Poland,19563.31695,0.3,0.387233764,0.682737291,0.77,0.43,0.879502356,,11322.06581,7.034828301,-0.133272371,0.014944251
8/1/2007,0.635331908,0.252656048,8/1/2007,2007,91,Poland,19563.31695,0.3,0.387233764,0.682737291,0.77,0.43,0.879502356,,11322.06581,7.034828301,-0.133272371,0.014944251
9/1/2007,-1.195891492,-0.391008678,9/1/2007,2007,92,Poland,19563.31695,0.3,0.387233764,0.682737291,0.77,0.43,0.879502356,,11322.06581,7.034828301,-0.133272371,0.014944251
10/1/2007,-1.49979626,-0.732494513,10/1/2007,2007,93,Poland,19563.31695,0.3,0.387233764,0.682737291,0.77,0.43,0.879502356,,11322.06581,7.034828301,-0.133272371,0.014944251
11/1/2007,0.44208587,0.081351123,11/1/2007,2007,94,Poland,19563.31695,0.3,0.387233764,0.682737291,0.77,0.43,0.879502356,,11322.06581,7.034828301,-0.133272371,0.014944251
12/1/2007,-0.295797537,-0.196505169,12/1/2007,2007,95,Poland,19563.31695,0.3,0.387233764,0.682737291,0.77,0.43,0.879502356,,11322.06581,7.034828301,-0.133272371,0.014944251
1/1/2008,0.65532946,0.183981392,1/1/2008,2008,96,Poland,20391.90022,0.46,0.473243326,0.910481274,0.83,0.55,0.953482151,,11801.59974,4.249608503,-0.261683466,-0.058516736
2/1/2008,-0.319206921,-0.034041303,2/1/2008,2008,97,Poland,20391.90022,0.46,0.473243326,0.910481274,0.83,0.55,0.953482151,,11801.59974,4.249608503,-0.261683466,-0.058516736
3/1/2008,-0.251602092,-0.178508756,3/1/2008,2008,98,Poland,20391.90022,0.46,0.473243326,0.910481274,0.83,0.55,0.953482151,,11801.59974,4.249608503,-0.261683466,-0.058516736
4/1/2008,0.783360788,0.163623265,4/1/2008,2008,99,Poland,20391.90022,0.46,0.473243326,0.910481274,0.83,0.55,0.953482151,,11801.59974,4.249608503,-0.261683466,-0.058516736
5/1/2008,-0.448869571,-0.081816223,5/1/2008,2008,100,Poland,20391.90022,0.46,0.473243326,0.910481274,0.83,0.55,0.953482151,,11801.59974,4.249608503,-0.261683466,-0.058516736
6/1/2008,-0.037454738,0.009103323,6/1/2008,2008,101,Poland,20391.90022,0.46,0.473243326,0.910481274,0.83,0.55,0.953482151,,11801.59974,4.249608503,-0.261683466,-0.058516736
7/1/2008,-1.375440897,-0.5852403,7/1/2008,2008,102,Poland,20391.90022,0.46,0.473243326,0.910481274,0.83,0.55,0.953482151,,11801.59974,4.249608503,-0.261683466,-0.058516736
8/1/2008,2.220021387,0.774358058,8/1/2008,2008,103,Poland,20391.90022,0.46,0.473243326,0.910481274,0.83,0.55,0.953482151,,11801.59974,4.249608503,-0.261683466,-0.058516736
9/1/2008,0.32883285,0.047909492,9/1/2008,2008,104,Poland,20391.90022,0.46,0.473243326,0.910481274,0.83,0.55,0.953482151,,11801.59974,4.249608503,-0.261683466,-0.058516736
10/1/2008,0.291233159,0.186594574,10/1/2008,2008,105,Poland,20391.90022,0.46,0.473243326,0.910481274,0.83,0.55,0.953482151,,11801.59974,4.249608503,-0.261683466,-0.058516736
11/1/2008,0.227716954,-0.129045984,11/1/2008,2008,106,Poland,20391.90022,0.46,0.473243326,0.910481274,0.83,0.55,0.953482151,,11801.59974,4.249608503,-0.261683466,-0.058516736
12/1/2008,-0.304996027,-0.088792432,12/1/2008,2008,107,Poland,20391.90022,0.46,0.473243326,0.910481274,0.83,0.55,0.953482151,,11801.59974,4.249608503,-0.261683466,-0.058516736
1/1/2009,0.610465757,0.152282957,1/1/2009,2009,108,Poland,20952.80167,0.45,0.531756818,0.938080609,0.95,0.63,1.026880741,,12126.21561,2.820259759,0.007572586,-0.017646656
2/1/2009,0.552615801,0.27742655,2/1/2009,2009,109,Poland,20952.80167,0.45,0.531756818,0.938080609,0.95,0.63,1.026880741,,12126.21561,2.820259759,0.007572586,-0.017646656
3/1/2009,0.183882415,0.014253143,3/1/2009,2009,110,Poland,20952.80167,0.45,0.531756818,0.938080609,0.95,0.63,1.026880741,,12126.21561,2.820259759,0.007572586,-0.017646656
4/1/2009,-0.720377292,-0.143366589,4/1/2009,2009,111,Poland,20952.80167,0.45,0.531756818,0.938080609,0.95,0.63,1.026880741,,12126.21561,2.820259759,0.007572586,-0.017646656
5/1/2009,0.519426813,0.075628683,5/1/2009,2009,112,Poland,20952.80167,0.45,0.531756818,0.938080609,0.95,0.63,1.026880741,,12126.21561,2.820259759,0.007572586,-0.017646656
6/1/2009,-0.354374915,0.024307882,6/1/2009,2009,113,Poland,20952.80167,0.45,0.531756818,0.938080609,0.95,0.63,1.026880741,,12126.21561,2.820259759,0.007572586,-0.017646656
7/1/2009,-1.937890722,-0.76866779,7/1/2009,2009,114,Poland,20952.80167,0.45,0.531756818,0.938080609,0.95,0.63,1.026880741,,12126.21561,2.820259759,0.007572586,-0.017646656
8/1/2009,0.36691955,0.240281057,8/1/2009,2009,115,Poland,20952.80167,0.45,0.531756818,0.938080609,0.95,0.63,1.026880741,,12126.21561,2.820259759,0.007572586,-0.017646656
9/1/2009,0.224953991,0.272159849,9/1/2009,2009,116,Poland,20952.80167,0.45,0.531756818,0.938080609,0.95,0.63,1.026880741,,12126.21561,2.820259759,0.007572586,-0.017646656
